FORECAST,AVERAGE PAYMENT,AVERAGE BILL,CREDIT SCORES,AGE,SEX,MARRIAGE,EDUCATION,LAST PAYMENT
169123.81,351.0,405.3333333333330,672,late 20s,Male,Single,University,Paid In Full
140417.42,2500.833333333330,21355.166666666700,670,40,Male,Married,Graduate School,Use of Revolving Credit
149336.12,7468.5,64932.16666666670,661,40,Male,Married,High School,Use of Revolving Credit
214686.16,1811.3333333333300,3243.6666666666700,682,40,Female,Married,Graduate School,Paid In Full
117326.32,2644.0,43195.0,676,early 20s,Female,Single,Graduate School,Use of Revolving Credit
40796.25,845.8333333333330,11347.666666666700,657,early 20s,Male,Single,High School,Use of Revolving Credit
208795.56,4517.333333333330,169730.66666666700,689,early 20s,Female,Single,Graduate School,Late Payment
65310.375,1115.8333333333300,38912.833333333300,663,40,Female,Single,University,Late Payment
241874.97,6867.833333333330,184489.16666666700,687,late 30s,Male,Married,University,Use of Revolving Credit
200255.64,3399.0,3408.833333333330,649,40,Male,Married,Others,Paid In Full
51945.805,1219.6666666666700,15239.0,668,early 20s,Female,Married,High School,Use of Revolving Credit
61493.93,1516.8333333333300,43183.66666666670,668,early 20s,Female,Single,University,Late Payment
122369.32,9830.5,45942.833333333300,660,early 20s,Male,Married,University,Late Payment
93680.35,1165.1666666666700,22238.5,663,40,Female,Married,High School,Use of Revolving Credit
40267.367,1294.3333333333300,30340.5,673,early 30s,Male,Married,University,Late Payment
105358.414,1786.8333333333300,12011.0,663,early 30s,Male,Single,University,Use of Revolving Credit
88593.2,1382.5,16786.5,658,40,Female,Single,High School,Use of Revolving Credit
94904.21,2210.833333333330,9288.666666666670,665,40,Female,Married,High School,Late Payment
195272.7,1090.0,1518.8333333333300,676,40,Female,Single,Graduate School,Paid In Full
149577.83,762.6666666666670,914.3333333333330,664,40,Male,Married,High School,Paid In Full
254741.28,6677.333333333330,188813.3333333330,669,late 30s,Female,Married,Others,Use of Revolving Credit
152809.12,3531.0,148473.0,670,40,Female,Married,High School,Late Payment
257277.06,6677.666666666670,188033.66666666700,693,early 30s,Male,Married,University,Use of Revolving Credit
124145.69,180.5,45274.0,684,early 30s,Female,Single,University,Late Payment
196997.98,2483.6666666666700,2436.0,681,early 30s,Male,Married,University,Paid In Full
171680.84,3839.0,99890.16666666670,655,late 20s,Female,Divorced,University,Use of Revolving Credit
185961.2,4002.0,73371.66666666670,687,early 30s,Female,Single,Graduate School,Use of Revolving Credit
128075.79,2142.0,44122.16666666670,674,late 20s,Female,Single,University,Use of Revolving Credit
180381.12,2718.833333333330,65345.5,686,early 20s,Female,Single,Graduate School,Paid In Full
423543.38,11833.333333333300,349112.6666666670,723,early 30s,Female,Single,Graduate School,Use of Revolving Credit
152424.45,5615.166666666670,109950.0,663,40,Male,Married,High School,Use of Revolving Credit
10247.775,900.0,16403.666666666700,668,early 20s,Female,Single,University,Late Payment
95802.266,1250.0,7053.5,676,late 30s,Female,Married,University,Use of Revolving Credit
113406.64,1835.1666666666700,47750.0,665,40,Female,Married,High School,Use of Revolving Credit
104502.47,2787.6666666666700,9533.333333333330,655,40,Female,Single,University,Use of Revolving Credit
104524.59,2096.333333333330,7576.0,662,early 20s,Male,Single,University,Paid In Full
104786.03,260.0,325.0,673,late 20s,Male,Married,High School,Late Payment
74690.05,1245.3333333333300,30131.666666666700,665,early 20s,Male,Married,University,Use of Revolving Credit
74310.88,1618.8333333333300,24058.0,665,early 20s,Female,Single,University,Use of Revolving Credit
241950.19,5109.5,148563.33333333300,686,40,Male,Married,Graduate School,Use of Revolving Credit
219014.64,5399.5,6039.0,689,40,Female,Married,Graduate School,Paid In Full
197388.1,2709.0,4660.166666666670,685,early 30s,Female,Single,Graduate School,Paid In Full
343586.84,45650.16666666670,195125.3333333330,615,late 20s,Male,Married,University,Use of Revolving Credit
118000.11,2055.6666666666700,53303.333333333300,684,early 20s,Female,Married,Graduate School,Use of Revolving Credit
331217.94,10991.833333333300,292041.3333333330,696,late 30s,Female,Single,University,Use of Revolving Credit
250111.66,7026.0,160376.0,694,late 20s,Female,Single,Graduate School,Use of Revolving Credit
147921.22,6276.0,54667.66666666670,675,late 20s,Female,Single,University,Use of Revolving Credit
249957.42,12753.333333333300,20822.666666666700,701,early 30s,Male,Single,Graduate School,No Consumption
147896.1,2466.6666666666700,64615.16666666670,677,late 30s,Female,Single,University,Use of Revolving Credit
113751.27,1917.3333333333300,43213.333333333300,674,early 20s,Female,Single,Graduate School,Use of Revolving Credit
154341.8,892.3333333333330,1017.1666666666700,675,early 20s,Male,Single,Graduate School,Paid In Full
220299.72,3797.8333333333300,5394.0,688,early 30s,Female,Single,Graduate School,Paid In Full
232675.42,5341.5,133260.33333333300,699,late 20s,Female,Married,Graduate School,Use of Revolving Credit
292952.06,7904.333333333330,206001.5,701,early 30s,Female,Married,Graduate School,Use of Revolving Credit
114681.93,1140.8333333333300,21912.0,677,late 30s,Female,Married,University,Use of Revolving Credit
197379.23,6401.666666666670,142203.83333333300,668,40,Male,Single,Graduate School,Use of Revolving Credit
67562.43,1251.3333333333300,10494.0,670,early 20s,Female,Married,University,Use of Revolving Credit
269631.94,6516.666666666670,192435.16666666700,693,late 20s,Female,Single,Graduate School,Use of Revolving Credit
102008.52,2815.0,73732.5,673,early 20s,Female,Single,High School,Use of Revolving Credit
67564.414,9523.666666666670,40609.833333333300,652,early 20s,Male,Single,University,Late Payment
116818.43,1873.5,17604.166666666700,677,early 30s,Female,Married,University,Use of Revolving Credit
298075.28,7851.0,216987.5,702,late 30s,Male,Married,Graduate School,Use of Revolving Credit
112397.914,2250.0,7759.333333333330,677,early 30s,Female,Married,University,Use of Revolving Credit
344874.62,13752.5,363629.1666666670,694,early 30s,Female,Married,University,Late Payment
46297.164,729.8333333333330,8489.0,674,late 30s,Male,Married,University,Late Payment
108354.11,847.3333333333330,13524.166666666700,676,late 30s,Female,Married,University,Use of Revolving Credit
113718.89,2086.833333333330,45868.5,670,early 30s,Male,Married,High School,Use of Revolving Credit
115046.6,4310.0,18989.166666666700,680,late 30s,Female,Married,High School,Use of Revolving Credit
181162.19,1636.3333333333300,1699.6666666666700,685,late 30s,Female,Married,University,Paid In Full
96215.01,1002.0,3265.6666666666700,675,early 20s,Female,Single,Graduate School,Use of Revolving Credit
199680.25,35166.666666666700,65105.0,661,early 20s,Male,Single,University,Use of Revolving Credit
178347.08,3959.5,97542.0,679,early 30s,Female,Single,University,Use of Revolving Credit
133533.06,3033.333333333330,85019.16666666670,693,late 30s,Female,Married,Graduate School,Late Payment
176565.83,4426.0,42603.66666666670,681,late 30s,Female,Single,Graduate School,Use of Revolving Credit
75459.055,1867.1666666666700,47374.16666666670,670,early 20s,Female,Married,High School,Use of Revolving Credit
83735.95,900.3333333333330,11591.833333333300,634,40,Female,Divorced,High School,Use of Revolving Credit
285479.44,10559.666666666700,204281.8333333330,670,40,Female,Married,Others,Use of Revolving Credit
110647.21,3000.0,30812.83333333330,673,late 20s,Female,Single,University,Use of Revolving Credit
105181.6,2284.5,57270.833333333300,676,early 20s,Female,Married,University,Use of Revolving Credit
73393.73,923.0,24575.5,665,early 20s,Female,Single,University,Use of Revolving Credit
94580.68,866.6666666666670,8194.5,653,40,Male,Single,University,Use of Revolving Credit
363088.16,19795.5,307337.8333333330,676,early 30s,Female,Single,University,Use of Revolving Credit
144667.88,2832.1666666666700,65979.0,674,late 20s,Female,Single,University,Use of Revolving Credit
133423.67,7452.666666666670,20416.5,666,early 30s,Female,Married,University,Use of Revolving Credit
191858.86,5162.833333333330,122390.83333333300,680,late 20s,Female,Married,University,Use of Revolving Credit
38407.54,1666.6666666666700,8578.833333333330,667,early 20s,Female,Married,High School,Use of Revolving Credit
207873.78,22734.83333333330,43904.833333333300,707,late 20s,Female,Single,University,Use of Revolving Credit
284051.1,31340.666666666700,26458.83333333330,723,late 20s,Female,Married,University,Paid In Full
159954.17,1074.8333333333300,1091.1666666666700,682,early 20s,Female,Single,Graduate School,Paid In Full
191012.77,4766.666666666670,111817.33333333300,684,early 30s,Female,Married,University,Use of Revolving Credit
110073.74,3691.6666666666700,33131.833333333300,674,early 20s,Male,Single,Graduate School,Use of Revolving Credit
142684.61,987.1666666666670,25010.33333333330,683,late 30s,Female,Single,Graduate School,Use of Revolving Credit
125936.04,325.0,455.0,665,early 20s,Male,Single,University,Paid In Full
231571.5,15905.0,129483.33333333300,689,early 30s,Male,Single,University,Use of Revolving Credit
100014.18,935.6666666666670,17567.833333333300,671,early 30s,Male,Married,High School,Use of Revolving Credit
135104.1,2381.333333333330,46006.5,678,late 30s,Male,Married,University,Use of Revolving Credit
122420.625,2083.333333333330,35089.5,674,late 30s,Male,Married,University,Use of Revolving Credit
207343.64,5258.666666666670,4757.833333333330,688,late 20s,Male,Single,Graduate School,Paid In Full
58464.47,1151.8333333333300,26498.0,658,early 20s,Male,Single,University,Use of Revolving Credit
119178.695,429.5,429.5,679,early 20s,Female,Single,Graduate School,Late Payment
249578.42,7798.666666666670,176021.66666666700,694,early 30s,Female,Married,University,Use of Revolving Credit
134982.72,5795.0,39010.833333333300,673,late 20s,Female,Single,University,Use of Revolving Credit
136511.73,1944.5,54720.5,680,late 20s,Male,Single,Graduate School,Late Payment
523298.28,76569.66666666670,79061.33333333330,722,40,Male,Married,Graduate School,Paid In Full
179746.0,4522.833333333330,4269.0,683,late 30s,Female,Single,High School,Paid In Full
139534.03,2833.333333333330,67413.0,675,40,Female,Married,High School,Use of Revolving Credit
103428.46,1070.8333333333300,7329.666666666670,683,early 30s,Female,Married,Graduate School,Use of Revolving Credit
148176.19,5133.333333333330,11428.166666666700,677,early 20s,Female,Single,Graduate School,Paid In Full
72562.14,2071.5,26870.33333333330,659,early 20s,Male,Single,University,Use of Revolving Credit
137042.4,1967.3333333333300,46922.66666666670,681,late 30s,Female,Married,University,Use of Revolving Credit
174142.48,416.0,416.0,677,late 20s,Female,Single,University,Paid In Full
80178.98,1300.5,28502.166666666700,651,40,Male,Single,High School,Use of Revolving Credit
73444.15,2883.333333333330,57795.16666666670,681,early 30s,Female,Married,High School,Late Payment
156002.3,6997.666666666670,13926.666666666700,678,late 20s,Male,Single,Graduate School,Use of Revolving Credit
231865.0,5302.0,136847.33333333300,701,late 20s,Female,Married,Graduate School,Use of Revolving Credit
164528.83,1642.1666666666700,2254.6666666666700,667,40,Male,Married,University,Paid In Full
108058.72,862.5,19532.0,660,40,Female,Single,University,Use of Revolving Credit
168362.78,1944.6666666666700,57233.5,687,late 30s,Female,Single,Graduate School,Use of Revolving Credit
81816.62,1319.6666666666700,34426.666666666700,665,early 20s,Female,Single,University,Use of Revolving Credit
117400.086,600.5,1373.3333333333300,668,late 30s,Male,Single,High School,Paid In Full
161023.03,5166.666666666670,12361.5,663,40,Male,Married,High School,Paid In Full
147837.12,1600.5,38498.833333333300,681,late 20s,Female,Single,Graduate School,Use of Revolving Credit
214763.7,5666.666666666670,130206.16666666700,690,early 30s,Female,Single,Graduate School,Late Payment
86046.07,747.5,7257.5,664,late 20s,Male,Single,University,Use of Revolving Credit
156723.16,2230.5,46632.16666666670,678,early 30s,Male,Single,Graduate School,Use of Revolving Credit
232097.62,5144.166666666670,135383.33333333300,690,early 30s,Female,Single,Graduate School,Use of Revolving Credit
168570.3,1540.5,1157.8333333333300,682,early 20s,Female,Single,Graduate School,Paid In Full
105808.74,4000.0,15458.666666666700,681,early 20s,Female,Single,Graduate School,Use of Revolving Credit
445170.8,51861.5,229353.5,718,late 20s,Female,Single,Graduate School,Use of Revolving Credit
115996.234,1353.0,31696.0,658,40,Male,Single,University,Use of Revolving Credit
134809.38,11763.166666666700,40905.833333333300,645,40,Male,Married,High School,Use of Revolving Credit
146173.06,4283.333333333330,93389.0,673,late 20s,Female,Single,University,Use of Revolving Credit
71459.52,1400.0,29783.0,667,40,Female,Married,University,Late Payment
184714.83,5813.666666666670,8353.166666666670,674,40,Female,Married,University,Paid In Full
537785.9,76004.33333333330,68233.66666666670,773,40,Female,Single,Graduate School,No Consumption
145658.7,2666.6666666666700,10412.5,690,early 30s,Female,Married,Graduate School,Use of Revolving Credit
196971.67,20705.5,39412.66666666670,649,early 30s,Male,Single,University,Use of Revolving Credit
94588.43,829.6666666666670,17337.166666666700,675,early 20s,Female,Single,Graduate School,Use of Revolving Credit
408125.97,29566.33333333330,334486.5,666,early 30s,Female,Single,University,Use of Revolving Credit
96179.16,700.0,10047.166666666700,684,late 20s,Female,Single,Graduate School,Late Payment
183509.27,3866.6666666666700,76742.0,688,late 20s,Female,Single,Graduate School,Use of Revolving Credit
202828.83,4338.333333333330,136255.33333333300,674,40,Male,Married,University,Use of Revolving Credit
273132.9,10356.833333333300,223222.3333333330,698,early 20s,Female,Single,Graduate School,Use of Revolving Credit
